119,82918844999992
119,8070943578501
119,74082674621648
119,63042959795811
119,47597617922601
119,27756898157283
119,03533964098098
118,74944883387211
118,42008615019007
118,04746994367024
117,63184715941499
117,1734931389333
116,67271140280621
116,12983341116558
115,54521830219572
114,91925260887788
114,25234995422343
113,54495072525866
112,79752172603881
112,01055580999082
111,18457149189958
110,32011253987307
109,41774754763213
108,47806948749721
107,50169524445018
106,48926513167524
105,44144238799097
104,35891265760544
103,24238345263996
102,0925835988803
100,91026266523255
99,69619037736747
98,45115601605808
97,17596780072314
95,87145225870313
94,53845358080717
93,17783296368017
91,79046793955212
90,37725169393927
88,93909237187977
87,47691237329215
85,99164763805759
84,48424692143274
82,95567106040959
81,4068922316419
79,83889320157147
78,25266656938689
76,64921400345517
75,02954547187531
73,39467846779849
71,74563723017502
70,08345196058103
68,40915803678432
66,72379522371524
65,02840688250069
63,32403917822968
61,61174028711165
59,892559603692824
58,16754694879505
56,437751778835384
54,704222397189234
52,96800516825108
51,23014373485003
49,49167823966454
47,75364455128665
46,01707349557403
44,28299009292307
42,55241280209515
40,82635277121453
39,10581309655529
37,39178808972318
35,68526255383092
33,987211069258855
32,298597289578375
30,620373248212537
28,953478676392095
27,29884033295806
25,657371346548082
24,029970570694914
22,41752195235061
20,820893914338534
19,24093875222298
17,678492046070392
16,134372087565286
14,609379322927685
13,104295812064423
11,619884704372359
10,15688973159695
8,71603471813161
7,298023109131347
5,9035375167967805
4,533239285179438
3,1877680738741647
1,8677414612141725
0,5737545730648866
0,6936203412443283
1,9338340579577757
3,1463609529567567
4,330699122767999
5,486370717985128
6,61292219505762
7,709924551349017
8,776973539443244
9,813689860329283
10,819719335320677
11,794733056615334
12,738427516428802
13,650524714653386
14,530772245015468
15,378943359723538
16,194837012617597
16,978277880849575
17,729116365143668
18,447228568704233
19,13251625485722
19,78490678352996
20,40435302669246
20,990833262901432
21,544351051106712
22,064935083897627
22,55263902038383
23,007541298923705
23,429744929930415
23,81937726900126
24,176589770635843
24,50155772282148
24,79447996278254
25,055578574207015
25,285098566276414
25,483307534842655
25,65049530611063
25,786973563196682
25,893075455952108
25,96915519444979
26,015587626548502
26,032767799961945
26,02111050927051
25,9810498283279
25,913038628525182
25,817548083386395
25,695067159980823
25,546102097646358
25,371175874530287
25,17082766246033
24,945612270670303
24,69609957891071
24,422873960485134
24,12653369575687
23,80769037668198
23,466968302925586
23,105003870129092
22,72244495089774
22,319950269084526
21,898188767948945
21,457838972775424
20,999588348535298
20,52413265318289
20,03217528717515
19,524426639807444
19,00160343295798
18,464428062834127
17,913627940314083
17,34993483047515
16,77408419190078
16,186814516353795
15,588866669404316
14,980983232594564
14,363907847721858
13,738384563815076
13,105157187378305
12,464968636466047
11,818560299153358
11,166671396955657
10,510038353746342
9,849394170715568
9,185467807903473
8,518983572835607
7,850660516778668
7,181211839127096
6,511344300422858
5,841757644502323
5,173144030259472
4,506187473513373
3,8415632994831035
3,1799376064347022
2,521966741294472
1,8682967889986062
1,2195630829971804
0,5763898062996957
0,06061602078543095
0,6908402181210576
1,3137080716180052
1,9286414422714444
2,5350793317640217
3,132474712050674
3,720294859413929
4,2980217206149485
4,865152269869563
5,421198851456614
5,965689506695097
6,498168284782099
7,018195537187727
7,525348195379863
8,019220031687794
8,499421903140174
8,965581978131587
9,41734594579169
9,854377207947262
10,276357053585455
10,682984815743268
11,073978010764318
11,449072459882057
11,808022393104572
12,15060053539217
12,476598175137282
12,785825214970803
13,078110204936513
13,353300358091653
13,611261548607374
13,851878292459034
14,07505371081269
14,280709476229703
14,468785741826098
14,639241053540964
14,792052245680745
14,92721431992331
15,044740307979746
15,144661118126063
15,227025365832064
15,291899188727973
15,339366046163478
15,369526503627654
15,382498002310646
15,378414614101118
15,357426782326861
15,319701048556501
15,265419765793522
15,194780798404604
15,107997209135643
15,005296933579109
14,886922442467576
14,753130392177313
14,604191263835885
14,440388991437061
14,262020579373782
14,06939570981083
13,862836340323009
13,642676292235635
13,409260830108893
13,162946232815091
12,904099356663089
12,633097191031156
12,350326406973132
12,056182899268343
11,751071322389864
11,43540462086937
11,109603554539575
10,774096219138967
10,429317562765295
10,075708898666058
9,713717414855672
9,3437956810504
8,966401153411276
8,58199567758684
8,191044990545201
7,794018221685533
7,3913873937164505
6,983626923787353
6,571213125356156
6,154623711274223
5,734337298565628
5,310832915374707
4,884589510550835
4,456085466336251
4,025798114616236
3,594203257187935
3,161774690498584
2,728983735302187
2,2962987716875074
1,8641847799564637
1,4331028879464223
1,0035099259715627
0,5758579950509263
0,15059417248202603
0,271841056595279
0,6910111846015206
1,1064879351265897
1,517849175611936
1,92468003249914
2,3265732254155314
2,723129432757769
3,1139576505474764
3,4986755414373696
3,876909773097134
4,248296345579762
4,612480907364825
4,9691190598102075
5,317876649764586
5,658430050109236
5,990466428011629
6,313684000686946
6,627792278477461
6,932512295073379
7,227576824711566
7,512730586203341
7,7877304336554
8,05234553376206
8,306357529561057
8,54956069055867
8,781762049144138
9,002781523227235
9,212452025047043
9,410619556113462
9,597143288257474
9,77189563077996
9,934762283702414
10,085642277137177
10,224447996808532
10,351105195769106
10,46555299237032
10,567743854558865
10,657643570583959
10,735231206214262
10,800499048575558
10,853452536733842
10,894110179160513
10,92250345822943
10,938676721907619
10,942687062813667
10,9346041848296
10,914510257463675
10,882499758173267
10,838679302867712
10,783167464822057
10,716094582243528
10,637602554742385
10,54784462896918
10,446985173690523
10,335199444583605
10,212673339040851
10,079603141282504
9,936195258085789
9,78266594544543
9,619241026488886
9,446155600977743
9,263653746732034
9,071988213322703
8,871420108382575
8,662218576892606
8,444660473805644
8,219030030374894
7,985618514559389
7,744723885882894
7,496650445126552
7,241708479239611
6,980213901855026
6,712487889800254
6,438856515995447
6,159650379133089
5,875204230535466
5,585856598586296
5,291949411134807
4,993827616269841
4,691838801862448
4,386332814273999
4,07766137662674
3,766177707032249
3,452236137171034
3,1361917316155856
2,818399908285319
2,499216060420472
2,1789951804573957
1,8580914861856228
1,5368580495612076
1,2156464285488064
0,8948063023580463
0,5746851104363713
0,2556276955760819
0,06202404857534168
0,3779315249107954
0,691759775742009
1,00317781945441
1,311858981861612
1,6174812212687462
1,9197274471323744
2,218285831993065
2,5128501163874266
2,8031199064547963
3,088800963962154
3,3696054884811897
3,6452523914586727
3,915467561932775
4,179984123655706
4,438542683394578
4,690891570191186
4,93678706537246
5,175993623113068
5,408284081362923
5,633439862962616
5,85125116678057
6,061517148717417
6,26404609243285
6,458655569663396
6,64517259000851
6,8234337400761556
6,993285311888405
7,154583420460701
7,30719411047903
7,450993452011115
7,585867625199726
7,7117129938970965
7,828436168211816
7,9359540559506145
8,034193902949367
8,123093322299066
8,20260031248408
8,272673264461293
8,333280957720373
8,38440254537637
8,426027528357148
8,458155718759603
8,480797192458802
8,493972231065813
8,497711253340045
8,492054736172996
8,477053125270407
8,452766735669965
8,419265642241767
8,376629560329096
8,324947716695718
8,264318710956418
8,194850367675874
8,116659579330559
8,029872140336467
7,934622572354945
7,83105394109613
7,719317664848042
7,599573314967395
7,4719884085748784
7,336738193705438
7,194005427171122
7,043980145399896
6,886859428520902
6,722847157972636
6,552153767915203
6,3749959907349325
6,191596596932826
6,002184129694607
5,806992634443531
5,606261383681865
5,4002345974302015
5,189161159577661
4,973294330458832
4,752891455976081
4,5282136735886525
4,299525615491614
4,067095109309852
3,831192876633727
3,592092229724519
3,3500687667183167
3,105400065659289
2,858365377693163
2,609245319755449
2,358321567093107
2,105876545967786
1,8521931269136775
1,597554318980354
1,3422429655554928
1,0865414428706666
0,8307313642214764
0,5750933025472316
0,31990662245327883
0,06545232944727135
0,18800949517010343
0,4401855485649073
0,6908142610052621
0,9396270595381144
1,186358993929748
1,4307485447186141
1,6725378400601245
1,9114729072622796
2,1473039270147094
2,379785484380569
2,60867681485626
2,833742044796543
3,054750425800504
3,2714765627609683
3,4837006353264246
3,6912086125493544
3,893792460509944
4,091250342716772
4,283386813095973
4,470013001389973
4,650946790796569
4,826012987687487
4,995043483255752
5,157877406949343
5,314361271558929
5,464349109835702
5,607702602526076
5,744291197718027
5,873992221404989
5,996690979181582
6,112280848995683
6,220663364891489
6,321748291686942
6,41545369053982
6,501705975365965
6,580439960082735
6,65159889666155
6,715134503981976
6,771006987490472
6,819185049676301
6,859645891386694
6,8923752040132555
6,917367152591133
6,934624349861593
6,944157821358524
6,9459869615885195
6,940139481383304
6,926651346512471
6,905566707653391
6,876937821824236
6,840824965394165
6,797296338794236
6,746427963059774
6,68830356834431
6,62301447455257
6,550659464247803
6,4713446479972925
6,385183322325724
6,292295820455375
6,192809356017477
6,086857859926831
5,974581810618076
5,8561280578485855
5,73164964027886
5,601305597047295
5,46526077356213
5,323685621738212
5,176755994911943
5,0246529376722595
4,867562470850307
4,705675371914675
4,539186951023472
4,3682968229875385
4,193208675403505
4,014130033218275
3,8312720199888157
3,644849116105108
3,4550789142451825
3,26218187233392
3,066381064278735
2,867901928757473
2,6669720163335535
2,463820735176117
2,258679095662154
2,0517794541386913
1,8433552561235362
1,6336407792226655
1,4228708760441902
1,211280717391085
0,9991055360255487
0,7865803713345877
0,5739398153937436
0,36141776197819253
0,14924717459886874
0,062340539136277934
0,2731144083753985
0,4828463501048866
0,69130960034816
0,8982796725316724
1,1035344979890793
1,3068546543051345
1,5080235937066608
1,7068278681523863
1,903057350458948
2,096505451141933
2,2869693307250096
2,474250107294043
2,658153059084681
2,8384878219003364
3,0150685811639604
3,187714258414923
3,3562486920675494
3,520500812255905
3,680304809595768
3,8355002977019566
3,985932469306369
4,131452245829254
4,271916420264315
4,407187793244943
4,5371353021672
4,661634143253252
4,780565886445954
4,893818583034045
5,001286865915617
5,102872042414786
5,198482179575993
5,28803218186758
5,371443861235104
5,448645999453571
5,519574402735137
5,584171948558722
5,642388624694814
5,694181560408831
5,739515049833321
5,7783605675088685
5,810696776101303
5,836509526311509
5,855791849002257
5,868543939574882
5,874773134636925
5,874493881009561
5,867727697132464
5,854503126931017
5,834855686219065
5,808827801718077
5,776468742781337
5,737834545919388
5,692987932230059
5,641998217844213
5,584941217505289
5,521899141407451
5,452960485424619
5,378219914868824
5,297778141923312
5,211741796901566
5,120223293490514
5,023340688141202
4,921217533776785
4,813982727992892
4,701770355930853
4,58471952800971
4,462974212707647
4,336683064588321
4,205999247772251
4,071080255057645
3,932087722898925
3,7891872424555597
3,642548166926968
3,492343415392952
3,3387492733821555
3,181945190393983
3,022113574602412
2,859439584972127
2,694110921020636
2,5263176104614007
2,356251794966634
2,1841075142896282
2,0100804889920814
1,834367902025647
1,657168179428709
1,4786807704188991
1,2991059272087322
1,1186444849832018
0,9374976427888182
0,7558667470618416
0,5739530832978975
0,3919577008838073
0,2100814674354756
0,028535517898520914
0,15252424360904734
0,3328500674168362
0,5122661674378703
0,6905770838585372
0,8675898413829245
1,0431135631563144
1,2169596002442389
1,3889417138227718
1,5588762657847202
1,7265824093043516
1,89188227699783
2,0546011657826195
2,21456771798161
2,371614098374767
2,5255761669668395
2,6762936472712755
2,823610289926797
2,967374031475782
3,10743714814176
3,243656404451335
3,375893196552075
3,504013690085598
3,627888952480878
3,7473950795398965
3,8624133161941603
3,972830171317327
4,078537526486366
4,1794327385897505
4,275418736189083
4,366404109546757
4,452303194240018
4,533036148288298
4,60852902272847
4,678713825579518
4,7435285791458845
4,802917370615525
4,856830395916299
4,905223996802213
4,948060691147425
4,985309196434211
5,016944446428026
5,042947601040354
5,0633060493872
5,078013406058769
5,087069500622735
5,0904803603911
5,088258186487773
5,080421323260883
5,066994221091422
5,048007392656195
5,02349736271063
4,993506611463254
4,958083511620801
4,917282259189093
4,87116279812241
4,819790738918511
4,7632372712651705
4,701579070848295
4,634898200438818
4,563282005380785
4,4868230036095405
4,40561877033358
4,3197718175199515
4,2293894683274855
4,134583726638089
4,035471141840714
3,9321726690270205
3,824813524763571
3,7135230386081
3,5984345005430436
3,479685004502266
3,3574152881719073
3,231769569248479
3,1028953783422226
2,970943388715395
2,8360672430491376
2,6984233774352546
2,5581708427907244
2,415471123896701
2,2704879562643727
2,123387141033127
1,9743363581072655
1,8235049777402206
1,671063870776132
1,517185217761242
1,3620423171400453
1,2058093927576226
1,0486614009009345
0,8907738371435804
0,7323225433517676
0,5734835155320124
0,4144327146458724
0,25534589204553854
0,09639859193767439
0,06223681160291827
0,22038213231203366
0,37786738828045585
0,5345203608867282
0,6901706685191978
0,8446495114205795
0,9977898254737584
1,1494264554708575
1,2993963294663877
1,4475386313294714
1,593694970692136
1,737709549930889
1,879429327941798
2,018704180513066
2,1553870571169043
2,289334133954025
2,420404963090698
2,5484626175340903
2,6733738320975737
2,7950091399128327
2,9132430044506403
3,027953946917729
3,1390246689025134
3,246342170148063
3,3497978613361017
3,4492876717717973
3,5447121518645743
3,635976570306682
3,7229910058563354
3,805670433639535
3,883934805889362
3,9577091270496365
4,02692352317393
4,091513305559432
4,15141902855989
4,206586541529486
4,256967034855165
4,302517080041925
4,343198663822111
4,378979216266033
4,409831632878028
4,4357342906684885
4,456671058199497
4,472631299607132
4,483609872611207
4,489607120529186
4,49062885831731
4,486686352668924
4,4777962962058355
4,463980775805244
4,445267235110968
4,421688431283714
4,393282386051559
4,3600923311276265
4,322166648067985
4,279558802648673
4,2323272738465985
4,180535477514569
4,124251684846199
4,063548935732491
3,998504947116095
3,929202016455559
3,8557269204162177
3,7781708089097066
3,696629094608335
3,611201338065854
3,521991128580111
3,4291059609376773
3,3326571081843306
3,2327594905698454
3,129531540818918
3,0230950658834423
2,9135751053360077
2,801099786566145
2,6858001769453446
2,5678101331290137
2,447266147666651
2,3243071930942056
2,199074563684433
2,0717117150343416
1,9423641016701452
1,8111790128530645
1,6783054067708658
1,5438937433042554
1,4080958155596057
1,2710645803677665
1,1329539879605746
0,9939188110659858
0,8541144737320164
0,7136968803831167
0,5728222462347131
0,4316469326443522
0,2903273041722539
0,14901974977770335
0,007901342341645039
0,13294189089063074
0,2732823843474589
0,41299280213390677
0,5519202630311811
0,6899134038201004
0,8268222892165376
0,9624985386621147
1,0967954770544663
1,2295682889022232
1,360674171760674
1,489972487714668
1,6173249123955413
1,7425955812398728
1,8656512327801222
1,9863613487896399
2,1045982911236765
2,2202374351072254
2,333157299327861
2,4432396716977265
2,5503697316541927
2,654436168373733
2,7553312948777444
2,852951157915534
2,9471956435128086
3,037968578080725
3,1251778249841524
3,208735376474418
3,2885574408960525
3,364564525082918
3,436681511864195
3,5048377326068447
3,5689670347259344
3,6290078441003613
3,6849032223372205
3,7366009188332625
3,7840534175887535
3,8272179787333784
3,8660566747310563
3,900536421235675
3,9306290025756883
3,9563110918517737
3,977564265637065
3,9943750132762754
4,006734740784739
4,014639769355444
4,018091328487325
4,017095543753835
4,011663419237229
4,001810814659126
3,987558417243909
3,968931708357329
3,945960924967841
3,918681015984244
3,8871315935284034
3,8513568792071693
3,811405645453113
3,767331152008864
3,7191910776348323
3,6670474471253587
3,610966553723164
3,5510188770266957
3,487278996489899
3,419825500618403
3,3487408919704995
3,274111488075932
3,196027318389305
3,114582017399535
3,029872714020147
2,941999917389307
2,8510673992122504
2,757182072781955
2,66045386881751
2,5609956082623846
2,458922872188785
2,354353868955712
2,2474092987723115
2,1382122158201327
2,0268878880899464
1,9135636550916872
1,7983687835973663
1,6814343215793994
1,5628929505081244
1,4428788361738505
1,3215274782011885
1,1989755584246398
1,0753607882978327
0,9508217555127562
0,8254977700168498
0,6995287096407857
0,573054865627236
0,446216788625296
0,3191551369719116
0,1920105378229349
0,06492363428618325
0,06196734053608562
0,18851983047799983
0,3145968246412607
0,4400600140321692
0,5647722966130543
0,6885977064039114
0,8114015439615563
0,9330505184100286
1,0534128899483
1,1723586109698338
1,2897594652370121
1,4054892048382406
1,51942368473918
1,6314409947669406
1,7414215888806273
1,8492484115879635
1,9548070213737965
2,0579857110102187
2,1586756246226955
2,256770871389918
2,352168635759914
2,4447692840686477
2,5344764674516447
2,62119722094336
2,7048420586637762
2,78532506499576
2,8625639816614714
2,936480290610917
3,00699929264032
3,074050181662867
3,1375661145591662
3,197484276540142
3,2537459419595893
3,3062965305189373
3,3550856588125018
3,400067187165019
3,441199261720944
3,47844435174784
3,5117692821234865
3,5411452609798872
3,5665479024843614
3,5879572447420185
3,605357762809764
3,6187383768176113
3,628092455197759
3,6334178130278567
3,6347167054998613
3,6319958165314694
3,625266242541848
3,6145434714194757
3,5998473567142333
3,581202087091618
3,558636151091887
3,532182297241921
3,5018774895725993
3,467762858599581
3,4298836478300028
3,3882891558622443
3,3430326741514658
3,2941714205166472
3,2417664684711927
3,185882672461983
3,12658858910718
3,063956394526585
2,998061797863042
2,928983951096574
2,8568053552577166
2,7816117631494857
2,70349207869142
2,6225382530025274
2,5388451773431866
2,4525105730395738
2,3636348785167955
2,272321133570245
2,1786748610072197
2,082803945793645
1,9848185118427952
1,884830796586077
1,7829550234670073
1,6793072725026472
1,5740053490570927
1,4671686509756494
1,358918034226943
1,249375677203962
1,138664943835125
1,0269102456572063
0,9142369030040026
0,8007710054637214
0,6866392717600895
0,5719689092115897
0,4568874729241789
0,3415227248732218
0,2260024930359704
0,11045453078842755
0,0049936342196397485
0,12021478861167675
0,2350822717587279
0,3494700176667598
0,46325273907385073
0,5763060548946916
0,6885066252056598
0,7997322848846102
0,9098621757150864
1,0187768768075158
1,1263585331959807
1,232490982473447
1,337059879329875
1,4399528178605414
1,5410594515146137
1,6402716105573856
1,737483416921287
1,832591396325324
1,9254945875445983
2,016094648715959
2,1042959605682605
2,1900057264700337
2,2731340691909026
2,353594124276396
2,4313021299405566
2,506177513383701
2,5781429734478225
2,647124559525483
2,713051746642595
2,7758575066399636
2,835478375382814
2,891854515931538
2,944929777612319
2,9946517509301414
3,040971818271472
3,0838452003492125
3,1232309983462856
3,159092231719806
3,191395871632403
3,2201128699817336
3,2452181840046412
3,2666907964370067
3,284513731215239
3,2986740647103376
3,30916293249036
3,315975531612022
3,3191111184469717
3,318573002053316
3,3143685331077686
3,3065090884183626
3,295010051043214
3,2798907860445112
3,2611746119126312
3,238888767699422
3,21306437590434
3,1837364011620637
3,15094360478403
3,1147284952117964
3,0751372744434806
3,0322197804992634
2,98602942599671
2,936623132909501
2,8840612635886225
2,8284075481280335
2,769729008161086
2,708095877177837
2,6435815174565755
2,576262333707057
2,506217683525801
2,4335297847675355
2,3582836199398
2,2805668377308757
2,2004696517843474
2,1180847368358995
2,0335071223314243
1,9468340836472382
1,8581650310361932
1,7676013964256467
1,6752465181949876
1,5812055240630205
1,4855852122171853
1,388493930817597
1,2900414560116966
1,1903388685958487
1,0894984294616634
0,9876334539664822
0,8848581853684359
0,781287667468146
0,6770376166017303
0,5722242931353372
0,4669643726277689
0,36137481688455586
0,25557274539688646
0,14967530964730466
0,04379961797116328
0,06193789046012987
0,1674201895266763
0,2725316212039509
0,3771567921134111
0,4811810787321841
0,584490724137872
0,6869729591993214
0,7885161244457523
0,8890097908693381
0,9883448792637725
1,0864137779055916
1,183110458431722
1,2783305897816915
1,371971650079828
1,4639330363369352
1,5541161718538898
1,6424246112130947
1,7287641427463023
1,8130428883705116
1,8951714006872376
1,9750627572425299
2,0526326518495748
2,1277994828785594
2,2004844384218587
2,2706115782466814
2,3381079124501403
2,4029034767369044
2,4649314042413906
2,524127993822572
2,580432774761819
2,6337885677989226
2,684141542445659
